Filial;Data Pedido;Loja Sap;Sigla;Nº documento;Pacote;Onda;SeqLiberacao;Volume;Visitas;Perfil;QtdRuptura;%Ruptura;N° Novo Pacote;Data Liberação;Hora Liberação;Liberado por:;Pendência;Status;Data Finalização;Lead Time;Obs:
1922;16/05/2025;1034;CS;310000181129;34977;1;32;12;2;6,0;0,0;0,0;34977;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;12/05/2025;1034;CS;310000177487;35396;1;32;2;1;2,0;1,0;1,0;35396;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1034;CS;310000180726;34698;1;32;77;11;7,0;7,0;0,6;34698;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1034;CS;310000179796;34277;1;32;6;2;3,0;1,0;0,5;34277;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1040;DC;310000179797;35325;1;25;28;27;1,0;22,0;0,8;35325;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1040;DC;310000179797;33570;1;25;6;3;2,0;3,0;1,0;33570;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1040;DC;310000178811;34188;1;25;12;1;12,0;0,0;0,0;34188;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1040;DC;310000179741;34251;1;25;12;1;12,0;0,0;0,0;34251;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1040;DC;310000181178;35034;1;25;8;2;4,0;0,0;0,0;35034;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1040;DC;310000178811;34643;1;25;10;1;10,0;1,0;1,0;34643;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1040;DC;310000176326;33145;1;25;6;2;3,0;2,0;1,0;33145;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1040;DC;310000181178;35324;1;25;1;1;1,0;1,0;1,0;35324;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1040;DC;310000177005;33145;1;25;13;2;6,5;0,0;0,0;33145;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1040;DC;310000180568;33570;1;25;13;3;4,3;3,0;1,0;33570;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1040;DC;310000181130;35324;1;25;1;1;1,0;0,0;0,0;35324;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1040;DC;310000178070;33570;1;25;5;2;2,5;2,0;1,0;33570;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1040;DC;310000180097;33570;1;25;7;2;3,5;0,0;0,0;33570;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;12/05/2025;1040;DC;310000177561;33570;1;25;32;7;4,6;3,0;0,4;33570;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;20/05/2025;1040;DC;310000182337;35491;1;25;3;2;1,5;2,0;1,0;35491;24/05/2025;09:30:00;Cauê;159;5200%;;-39259;
1922;13/05/2025;1040;DC;310000178070;35406;1;25;8;7;1,1;7,0;1,0;35406;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1040;DC;310000180728;35325;1;25;35;32;1,1;26,0;0,8;35325;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1040;DC;310000180728;33570;1;25;17;6;2,8;4,0;0,7;33570;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;12/05/2025;1021;DD;310000177557;33864;1;12;29;5;5,8;0,0;0,0;33864;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1021;DD;310000176871;33349;1;12;40;2;20,0;0,0;0,0;33349;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1021;DD;310000179734;34265;1;12;12;1;12,0;1,0;1,0;34265;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1021;DD;310000178690;35382;1;12;1;1;1,0;1,0;1,0;35382;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1021;DD;310000182997;35914;1;12;498;261;1,9;224,0;0,9;35914;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;12/05/2025;1021;DD;310000177410;33863;1;12;97;7;13,9;6,0;0,9;33863;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1021;DD;310000176428;33349;1;12;6;2;3,0;2,0;1,0;33349;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;12/05/2025;1021;DD;310000177410;33864;1;12;30;2;15,0;1,0;0,5;33864;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1021;DD;310000176725;33703;1;12;40;2;20,0;2,0;1,0;33703;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1021;DD;310000182997;36114;1;12;35;1;35,0;0,0;0,0;36114;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1021;DD;310000176428;35235;1;12;2;1;2,0;0,0;0,0;35235;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1033;DP;310000176264;33377;1;8;40;3;13,3;2,0;0,7;33377;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1033;DP;310000181370;35020;1;8;12;2;6,0;0,0;0,0;35020;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1033;DP;310000176264;35396;1;8;5;4;1,3;3,0;0,8;35396;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;12/05/2025;1033;DP;310000177560;33764;1;8;32;6;5,3;6,0;1,0;33764;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1033;DP;310000179265;34120;1;8;15;2;7,5;2,0;1,0;34120;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1033;DP;310000180223;33764;1;8;15;2;7,5;0,0;0,0;33764;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1033;DP;310000180022;35285;1;8;16;16;1,0;16,0;1,0;35285;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;12/05/2025;1033;DP;310000177560;35397;1;8;15;10;1,5;1,0;0,1;35397;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1033;DP;310000177043;33377;1;8;10;1;10,0;1,0;1,0;33377;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;14/05/2025;1033;DP;310000179660;34120;1;8;18;1;18,0;0,0;0,0;34120;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1033;DP;310000180725;35285;1;8;27;26;1,0;21,0;0,8;35285;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1033;DP;310000180725;33764;1;8;47;8;5,9;5,0;0,6;33764;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;20/05/2025;1033;DP;310000182335;35476;1;8;2;2;1,0;2,0;1,0;35476;24/05/2025;09:30:00;Cauê;254;12600%;;-39259;
1922;09/05/2025;1033;DP;310000177002;33377;1;8;48;7;6,9;0,0;0,0;33377;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;15/05/2025;1033;DP;310000180022;33764;1;8;16;2;8,0;1,0;0,5;33764;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1033;DP;310000181128;35020;1;8;5;2;2,5;0,0;0,0;35020;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1033;DP;310000178164;35396;1;8;3;3;1,0;3,0;1,0;35396;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;13/05/2025;1033;DP;310000178164;33913;1;8;2;1;2,0;1,0;1,0;33913;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;16/05/2025;1033;DP;310000181128;35284;1;8;1;1;1,0;0,0;0,0;35284;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;09/05/2025;1033;DP;310000176264;35397;1;8;1;1;1,0;1,0;1,0;35397;24/05/2025;09:30:00;Cauê;0;100%;;-39259;
1922;21/05/2025;1033;DP;310000183752;36201;2;8;40;1;40,0;0,0;0,0;36201;24/05/2025;09:30:00;Cauê;447;1018%;;-39259;
